Geocódigo;Nome do município;Sigla da UF;Bioma predominante
2926004;Remanso;BA;Caatinga
2926103;Retirolândia;BA;Caatinga
2926202;Riachão das Neves;BA;Cerrado
2926301;Riachão do Jacuípe;BA;Caatinga
2926400;Riacho de Santana;BA;Caatinga
2926509;Ribeira do Amparo;BA;Caatinga
2926608;Ribeira do Pombal;BA;Caatinga
2926657;Ribeirão do Largo;BA;Mata Atlântica
2926707;Rio de Contas;BA;Caatinga
2926806;Rio do Antônio;BA;Caatinga
2926905;Rio do Pires;BA;Caatinga
2927002;Rio Real;BA;Mata Atlântica
2927101;Rodelas;BA;Caatinga
2927200;Ruy Barbosa;BA;Caatinga
2927309;Salinas da Margarida;BA;Mata Atlântica
2927408;Salvador;BA;Mata Atlântica
2927507;Santa Bárbara;BA;Caatinga
2927606;Santa Brígida;BA;Caatinga
2927705;Santa Cruz Cabrália;BA;Mata Atlântica
2927804;Santa Cruz da Vitória;BA;Mata Atlântica
2927903;Santa Inês;BA;Mata Atlântica
2928000;Santaluz;BA;Caatinga
2928059;Santa Luzia;BA;Mata Atlântica
2928109;Santa Maria da Vitória;BA;Caatinga
2928208;Santana;BA;Caatinga
2928307;Santanópolis;BA;Caatinga
2928406;Santa Rita de Cássia;BA;Cerrado
2928505;Santa Terezinha;BA;Caatinga
2928604;Santo Amaro;BA;Mata Atlântica
2928703;Santo Antônio de Jesus;BA;Mata Atlântica
2928802;Santo Estêvão;BA;Caatinga
2928901;São Desidério;BA;Cerrado
2928950;São Domingos;BA;Caatinga
2929008;São Félix;BA;Mata Atlântica
2929057;São Félix do Coribe;BA;Caatinga
2929107;São Felipe;BA;Mata Atlântica
2929206;São Francisco do Conde;BA;Mata Atlântica
2929255;São Gabriel;BA;Caatinga
2929305;São Gonçalo dos Campos;BA;Mata Atlântica
2929354;São José da Vitória;BA;Mata Atlântica
2929370;São José do Jacuípe;BA;Caatinga
2929404;São Miguel das Matas;BA;Mata Atlântica
2929503;São Sebastião do Passé;BA;Mata Atlântica
2929602;Sapeaçu;BA;Mata Atlântica
2929701;Sátiro Dias;BA;Caatinga
2929750;Saubara;BA;Mata Atlântica
2929800;Saúde;BA;Caatinga
2929909;Seabra;BA;Caatinga
2930006;Sebastião Laranjeiras;BA;Caatinga
2930105;Senhor do Bonfim;BA;Caatinga
2930154;Serra do Ramalho;BA;Caatinga
2930204;Sento Sé;BA;Caatinga
2930303;Serra Dourada;BA;Caatinga
2930402;Serra Preta;BA;Mata Atlântica
2930501;Serrinha;BA;Caatinga
2930600;Serrolândia;BA;Caatinga
2930709;Simões Filho;BA;Mata Atlântica
2930758;Sítio do Mato;BA;Caatinga
2930766;Sítio do Quinto;BA;Caatinga
2930774;Sobradinho;BA;Caatinga
2930808;Souto Soares;BA;Caatinga
2930907;Tabocas do Brejo Velho;BA;Cerrado
2931004;Tanhaçu;BA;Caatinga
2931053;Tanque Novo;BA;Caatinga
2931103;Tanquinho;BA;Mata Atlântica
2931202;Taperoá;BA;Mata Atlântica
2931301;Tapiramutá;BA;Caatinga
2931350;Teixeira de Freitas;BA;Mata Atlântica
2931400;Teodoro Sampaio;BA;Mata Atlântica
2931509;Teofilândia;BA;Caatinga
2931608;Teolândia;BA;Mata Atlântica
2931707;Terra Nova;BA;Mata Atlântica
2931806;Tremedal;BA;Caatinga
2931905;Tucano;BA;Caatinga
2932002;Uauá;BA;Caatinga
2932101;Ubaíra;BA;Mata Atlântica
2932200;Ubaitaba;BA;Mata Atlântica
2932309;Ubatã;BA;Mata Atlântica
2932408;Uibaí;BA;Caatinga
2932457;Umburanas;BA;Caatinga
2932507;Una;BA;Mata Atlântica
2932606;Urandi;BA;Caatinga
2932705;Uruçuca;BA;Mata Atlântica
2932804;Utinga;BA;Caatinga
2932903;Valença;BA;Mata Atlântica
2933000;Valente;BA;Caatinga
2933059;Várzea da Roça;BA;Caatinga
2933109;Várzea do Poço;BA;Caatinga
2933158;Várzea Nova;BA;Caatinga
2933174;Varzedo;BA;Mata Atlântica
2933208;Vera Cruz;BA;Mata Atlântica
2933257;Vereda;BA;Mata Atlântica
2933307;Vitória da Conquista;BA;Mata Atlântica
2933406;Wagner;BA;Caatinga
2933455;Wanderley;BA;Caatinga
2933505;Wenceslau Guimarães;BA;Mata Atlântica
2933604;Xique-Xique;BA;Caatinga
3100104;Abadia dos Dourados;MG;Cerrado
3100203;Abaeté;MG;Cerrado
3100302;Abre Campo;MG;Mata Atlântica
3100401;Acaiaca;MG;Mata Atlântica
3100500;Açucena;MG;Mata Atlântica
3100609;Água Boa;MG;Mata Atlântica
3100708;Água Comprida;MG;Mata Atlântica
3100807;Aguanil;MG;Mata Atlântica
3100906;Águas Formosas;MG;Mata Atlântica
3101003;Águas Vermelhas;MG;Mata Atlântica
3101102;Aimorés;MG;Mata Atlântica
3101201;Aiuruoca;MG;Mata Atlântica
3101300;Alagoa;MG;Mata Atlântica
3101409;Albertina;MG;Mata Atlântica
3101508;Além Paraíba;MG;Mata Atlântica
3101607;Alfenas;MG;Mata Atlântica
3101631;Alfredo Vasconcelos;MG;Mata Atlântica
3101706;Almenara;MG;Mata Atlântica
3101805;Alpercata;MG;Mata Atlântica
3101904;Alpinópolis;MG;Cerrado
3102001;Alterosa;MG;Mata Atlântica
3102050;Alto Caparaó;MG;Mata Atlântica
3102100;Alto Rio Doce;MG;Mata Atlântica
3102209;Alvarenga;MG;Mata Atlântica
3102308;Alvinópolis;MG;Mata Atlântica
3102407;Alvorada de Minas;MG;Mata Atlântica
3102506;Amparo do Serra;MG;Mata Atlântica
3102605;Andradas;MG;Mata Atlântica
3102704;Cachoeira de Pajeú;MG;Mata Atlântica
3102803;Andrelândia;MG;Mata Atlântica
3102852;Angelândia;MG;Mata Atlântica
3102902;Antônio Carlos;MG;Mata Atlântica
3103009;Antônio Dias;MG;Mata Atlântica
3103108;Antônio Prado de Minas;MG;Mata Atlântica
3103207;Araçaí;MG;Cerrado
3103306;Aracitaba;MG;Mata Atlântica
3103405;Araçuaí;MG;Mata Atlântica
3103504;Araguari;MG;Cerrado
3103603;Arantina;MG;Mata Atlântica
3103702;Araponga;MG;Mata Atlântica
3103751;Araporã;MG;Mata Atlântica
3103801;Arapuá;MG;Cerrado
3103900;Araújos;MG;Cerrado
3104007;Araxá;MG;Cerrado
3104106;Arceburgo;MG;Mata Atlântica
3104205;Arcos;MG;Cerrado
3104304;Areado;MG;Mata Atlântica
3104403;Argirita;MG;Mata Atlântica
3104452;Aricanduva;MG;Mata Atlântica
3104502;Arinos;MG;Cerrado
3104601;Astolfo Dutra;MG;Mata Atlântica
3104700;Ataléia;MG;Mata Atlântica
3104809;Augusto de Lima;MG;Cerrado
3104908;Baependi;MG;Mata Atlântica
3105004;Baldim;MG;Cerrado
3105103;Bambuí;MG;Cerrado
3105202;Bandeira;MG;Mata Atlântica
3105301;Bandeira do Sul;MG;Mata Atlântica
3105400;Barão de Cocais;MG;Mata Atlântica
3105509;Barão de Monte Alto;MG;Mata Atlântica
3105608;Barbacena;MG;Mata Atlântica
3105707;Barra Longa;MG;Mata Atlântica
3105905;Barroso;MG;Mata Atlântica
3106002;Bela Vista de Minas;MG;Mata Atlântica
3106101;Belmiro Braga;MG;Mata Atlântica
3106200;Belo Horizonte;MG;Mata Atlântica
3106309;Belo Oriente;MG;Mata Atlântica
3106408;Belo Vale;MG;Mata Atlântica
3106507;Berilo;MG;Cerrado
3106606;Bertópolis;MG;Mata Atlântica
3106655;Berizal;MG;Mata Atlântica
3106705;Betim;MG;Mata Atlântica
3106804;Bias Fortes;MG;Mata Atlântica
3106903;Bicas;MG;Mata Atlântica
3107000;Biquinhas;MG;Cerrado
3107109;Boa Esperança;MG;Cerrado
3107208;Bocaina de Minas;MG;Mata Atlântica
3107307;Bocaiúva;MG;Cerrado
3107406;Bom Despacho;MG;Cerrado
3107505;Bom Jardim de Minas;MG;Mata Atlântica
3107604;Bom Jesus da Penha;MG;Mata Atlântica
3107703;Bom Jesus do Amparo;MG;Cerrado
3107802;Bom Jesus do Galho;MG;Mata Atlântica
3107901;Bom Repouso;MG;Mata Atlântica
3108008;Bom Sucesso;MG;Mata Atlântica
3108107;Bonfim;MG;Mata Atlântica
3108206;Bonfinópolis de Minas;MG;Cerrado
3108255;Bonito de Minas;MG;Cerrado
3108305;Borda da Mata;MG;Mata Atlântica
3108404;Botelhos;MG;Mata Atlântica
3108503;Botumirim;MG;Cerrado
3108552;Brasilândia de Minas;MG;Cerrado
3108602;Brasília de Minas;MG;Cerrado
3108701;Brás Pires;MG;Mata Atlântica
3108800;Braúnas;MG;Mata Atlântica
3108909;Brazópolis;MG;Mata Atlântica
3109006;Brumadinho;MG;Mata Atlântica
3109105;Bueno Brandão;MG;Mata Atlântica
3109204;Buenópolis;MG;Cerrado
3109253;Bugre;MG;Mata Atlântica
3109303;Buritis;MG;Cerrado
3109402;Buritizeiro;MG;Cerrado
3109451;Cabeceira Grande;MG;Cerrado
3109501;Cabo Verde;MG;Mata Atlântica
3109600;Cachoeira da Prata;MG;Cerrado
3109709;Cachoeira de Minas;MG;Mata Atlântica
3109808;Cachoeira Dourada;MG;Mata Atlântica
3109907;Caetanópolis;MG;Cerrado
3110004;Caeté;MG;Mata Atlântica
3110103;Caiana;MG;Mata Atlântica
3110202;Cajuri;MG;Mata Atlântica
3110301;Caldas;MG;Mata Atlântica
3110400;Camacho;MG;Mata Atlântica
3110509;Camanducaia;MG;Mata Atlântica
3110608;Cambuí;MG;Mata Atlântica
3110707;Cambuquira;MG;Mata Atlântica
3110806;Campanário;MG;Mata Atlântica
3110905;Campanha;MG;Mata Atlântica
3111002;Campestre;MG;Mata Atlântica
3111101;Campina Verde;MG;Cerrado
3111150;Campo Azul;MG;Cerrado
3111200;Campo Belo;MG;Mata Atlântica
3111309;Campo do Meio;MG;Cerrado
3111408;Campo Florido;MG;Cerrado
3111507;Campos Altos;MG;Cerrado
3111606;Campos Gerais;MG;Cerrado
3111705;Canaã;MG;Mata Atlântica
3111804;Canápolis;MG;Cerrado
3111903;Cana Verde;MG;Mata Atlântica
3112000;Candeias;MG;Mata Atlântica
3112059;Cantagalo;MG;Mata Atlântica
3112109;Caparaó;MG;Mata Atlântica
3112208;Capela Nova;MG;Mata Atlântica
3112307;Capelinha;MG;Cerrado
3112406;Capetinga;MG;Mata Atlântica
3112505;Capim Branco;MG;Cerrado
3112604;Capinópolis;MG;Mata Atlântica
3112653;Capitão Andrade;MG;Mata Atlântica
3112703;Capitão Enéas;MG;Caatinga
3112802;Capitólio;MG;Cerrado
3112901;Caputira;MG;Mata Atlântica
3113008;Caraí;MG;Mata Atlântica
3113107;Caranaíba;MG;Mata Atlântica
3113206;Carandaí;MG;Mata Atlântica
3113305;Carangola;MG;Mata Atlântica
3113404;Caratinga;MG;Mata Atlântica
3113503;Carbonita;MG;Cerrado
3113602;Careaçu;MG;Mata Atlântica
3113701;Carlos Chagas;MG;Mata Atlântica
3113800;Carmésia;MG;Mata Atlântica
3113909;Carmo da Cachoeira;MG;Mata Atlântica
3114006;Carmo da Mata;MG;Mata Atlântica
3114105;Carmo de Minas;MG;Mata Atlântica
3114204;Carmo do Cajuru;MG;Cerrado
3114303;Carmo do Paranaíba;MG;Cerrado
3114402;Carmo do Rio Claro;MG;Mata Atlântica
3114501;Carmópolis de Minas;MG;Mata Atlântica
3114550;Carneirinho;MG;Cerrado
3114600;Carrancas;MG;Mata Atlântica
3114709;Carvalhópolis;MG;Mata Atlântica
3114808;Carvalhos;MG;Mata Atlântica
3114907;Casa Grande;MG;Mata Atlântica
3115003;Cascalho Rico;MG;Cerrado
3115102;Cássia;MG;Cerrado
3115201;Conceição da Barra de Minas;MG;Mata Atlântica
3115300;Cataguases;MG;Mata Atlântica
3115359;Catas Altas;MG;Mata Atlântica
3115409;Catas Altas da Noruega;MG;Mata Atlântica
3115458;Catuji;MG;Mata Atlântica
3115474;Catuti;MG;Caatinga
3115508;Caxambu;MG;Mata Atlântica
3115607;Cedro do Abaeté;MG;Cerrado
3115706;Central de Minas;MG;Mata Atlântica
3115805;Centralina;MG;Mata Atlântica
3115904;Chácara;MG;Mata Atlântica
3116001;Chalé;MG;Mata Atlântica
3116100;Chapada do Norte;MG;Cerrado
3116159;Chapada Gaúcha;MG;Cerrado
3116209;Chiador;MG;Mata Atlântica
3116308;Cipotânea;MG;Mata Atlântica
3116407;Claraval;MG;Mata Atlântica
3116506;Claro dos Poções;MG;Cerrado
3116605;Cláudio;MG;Cerrado
3116704;Coimbra;MG;Mata Atlântica
3116803;Coluna;MG;Mata Atlântica
3116902;Comendador Gomes;MG;Cerrado
3117009;Comercinho;MG;Mata Atlântica
3117108;Conceição da Aparecida;MG;Mata Atlântica
3117207;Conceição das Pedras;MG;Mata Atlântica
3117306;Conceição das Alagoas;MG;Mata Atlântica
3117405;Conceição de Ipanema;MG;Mata Atlântica
3117504;Conceição do Mato Dentro;MG;Mata Atlântica
3117603;Conceição do Pará;MG;Cerrado
3117702;Conceição do Rio Verde;MG;Mata Atlântica
3117801;Conceição dos Ouros;MG;Mata Atlântica
3117836;Cônego Marinho;MG;Cerrado
3117876;Confins;MG;Cerrado
3117900;Congonhal;MG;Mata Atlântica
3118007;Congonhas;MG;Mata Atlântica
3118106;Congonhas do Norte;MG;Mata Atlântica
3118205;Conquista;MG;Mata Atlântica
3118304;Conselheiro Lafaiete;MG;Mata Atlântica
3118403;Conselheiro Pena;MG;Mata Atlântica
3118502;Consolação;MG;Mata Atlântica
3118601;Contagem;MG;Cerrado
3118700;Coqueiral;MG;Mata Atlântica
3118809;Coração de Jesus;MG;Cerrado
3118908;Cordisburgo;MG;Cerrado
3119005;Cordislândia;MG;Mata Atlântica
3119104;Corinto;MG;Cerrado
3119203;Coroaci;MG;Mata Atlântica
3119302;Coromandel;MG;Cerrado
3119401;Coronel Fabriciano;MG;Mata Atlântica
3119500;Coronel Murta;MG;Mata Atlântica
3119609;Coronel Pacheco;MG;Mata Atlântica
3119708;Coronel Xavier Chaves;MG;Mata Atlântica
3119807;Córrego Danta;MG;Cerrado
3119906;Córrego do Bom Jesus;MG;Mata Atlântica
3119955;Córrego Fundo;MG;Cerrado
3120003;Córrego Novo;MG;Mata Atlântica
3120102;Couto de Magalhães de Minas;MG;Cerrado
3120151;Crisólita;MG;Mata Atlântica
3120201;Cristais;MG;Cerrado
3120300;Cristália;MG;Cerrado
3120409;Cristiano Otoni;MG;Mata Atlântica
3120508;Cristina;MG;Mata Atlântica
3120607;Crucilândia;MG;Mata Atlântica
3120706;Cruzeiro da Fortaleza;MG;Cerrado
3120805;Cruzília;MG;Mata Atlântica
3120839;Cuparaque;MG;Mata Atlântica
3120870;Curral de Dentro;MG;Mata Atlântica
3120904;Curvelo;MG;Cerrado
3121001;Datas;MG;Cerrado
3121100;Delfim Moreira;MG;Mata Atlântica
3121209;Delfinópolis;MG;Cerrado
3121258;Delta;MG;Mata Atlântica
3121308;Descoberto;MG;Mata Atlântica
3121407;Desterro de Entre Rios;MG;Mata Atlântica
3121506;Desterro do Melo;MG;Mata Atlântica
3121605;Diamantina;MG;Cerrado
3121704;Diogo de Vasconcelos;MG;Mata Atlântica
3121803;Dionísio;MG;Mata Atlântica
3121902;Divinésia;MG;Mata Atlântica
3122009;Divino;MG;Mata Atlântica
3122108;Divino das Laranjeiras;MG;Mata Atlântica
3122207;Divinolândia de Minas;MG;Mata Atlântica
3122306;Divinópolis;MG;Cerrado
3122355;Divisa Alegre;MG;Mata Atlântica
3122405;Divisa Nova;MG;Mata Atlântica
3122454;Divisópolis;MG;Mata Atlântica
3122470;Dom Bosco;MG;Cerrado
3122504;Dom Cavati;MG;Mata Atlântica
3122603;Dom Joaquim;MG;Mata Atlântica
3122702;Dom Silvério;MG;Mata Atlântica
3122801;Dom Viçoso;MG;Mata Atlântica
3122900;Dona Euzébia;MG;Mata Atlântica
3123007;Dores de Campos;MG;Mata Atlântica
3123106;Dores de Guanhães;MG;Mata Atlântica
3123205;Dores do Indaiá;MG;Cerrado
3123304;Dores do Turvo;MG;Mata Atlântica
3123403;Doresópolis;MG;Cerrado
3123502;Douradoquara;MG;Cerrado
3123528;Durandé;MG;Mata Atlântica
3123601;Elói Mendes;MG;Mata Atlântica
3123700;Engenheiro Caldas;MG;Mata Atlântica
3123809;Engenheiro Navarro;MG;Cerrado
3123858;Entre Folhas;MG;Mata Atlântica
3123908;Entre Rios de Minas;MG;Mata Atlântica
3124005;Ervália;MG;Mata Atlântica
3124104;Esmeraldas;MG;Cerrado
3124203;Espera Feliz;MG;Mata Atlântica
3124302;Espinosa;MG;Caatinga
3124401;Espírito Santo do Dourado;MG;Mata Atlântica
3124500;Estiva;MG;Mata Atlântica
3124609;Estrela Dalva;MG;Mata Atlântica
3124708;Estrela do Indaiá;MG;Cerrado
3124807;Estrela do Sul;MG;Cerrado
3124906;Eugenópolis;MG;Mata Atlântica
3125002;Ewbank da Câmara;MG;Mata Atlântica
3125101;Extrema;MG;Mata Atlântica
3125200;Fama;MG;Mata Atlântica
3125309;Faria Lemos;MG;Mata Atlântica
3125408;Felício dos Santos;MG;Cerrado
3125507;São Gonçalo do Rio Preto;MG;Cerrado
3125606;Felisburgo;MG;Mata Atlântica
3125705;Felixlândia;MG;Cerrado
3125804;Fernandes Tourinho;MG;Mata Atlântica
3125903;Ferros;MG;Mata Atlântica
3125952;Fervedouro;MG;Mata Atlântica
3126000;Florestal;MG;Cerrado
3126109;Formiga;MG;Cerrado
3126208;Formoso;MG;Cerrado
3126307;Fortaleza de Minas;MG;Mata Atlântica
3126406;Fortuna de Minas;MG;Cerrado
3126505;Francisco Badaró;MG;Cerrado
3126604;Francisco Dumont;MG;Cerrado
3126703;Francisco Sá;MG;Caatinga
3126752;Franciscópolis;MG;Mata Atlântica
3126802;Frei Gaspar;MG;Mata Atlântica
3126901;Frei Inocêncio;MG;Mata Atlântica
3126950;Frei Lagonegro;MG;Mata Atlântica
3127008;Fronteira;MG;Cerrado
3127057;Fronteira dos Vales;MG;Mata Atlântica
3127073;Fruta de Leite;MG;Cerrado
3127107;Frutal;MG;Cerrado
3127206;Funilândia;MG;Cerrado
3127305;Galiléia;MG;Mata Atlântica
3127339;Gameleiras;MG;Caatinga
3127354;Glaucilândia;MG;Cerrado
3127370;Goiabeira;MG;Mata Atlântica
3127388;Goianá;MG;Mata Atlântica
3127404;Gonçalves;MG;Mata Atlântica
3127503;Gonzaga;MG;Mata Atlântica
3127602;Gouveia;MG;Cerrado
3127701;Governador Valadares;MG;Mata Atlântica
3127800;Grão Mogol;MG;Cerrado
3127909;Grupiara;MG;Cerrado
3128006;Guanhães;MG;Mata Atlântica
3128105;Guapé;MG;Cerrado
3128204;Guaraciaba;MG;Mata Atlântica
3128253;Guaraciama;MG;Cerrado
3128303;Guaranésia;MG;Mata Atlântica
3128402;Guarani;MG;Mata Atlântica
3128501;Guarará;MG;Mata Atlântica
3128600;Guarda-Mor;MG;Cerrado
3128709;Guaxupé;MG;Mata Atlântica
3128808;Guidoval;MG;Mata Atlântica
3128907;Guimarânia;MG;Cerrado
3129004;Guiricema;MG;Mata Atlântica
3129103;Gurinhatã;MG;Cerrado
3129202;Heliodora;MG;Mata Atlântica
3129301;Iapu;MG;Mata Atlântica
3129400;Ibertioga;MG;Mata Atlântica
3129509;Ibiá;MG;Cerrado
3129608;Ibiaí;MG;Cerrado
3129657;Ibiracatu;MG;Caatinga
3129707;Ibiraci;MG;Cerrado
3129806;Ibirité;MG;Mata Atlântica
3129905;Ibitiúra de Minas;MG;Mata Atlântica
3130002;Ibituruna;MG;Mata Atlântica
3130051;Icaraí de Minas;MG;Cerrado
3130101;Igarapé;MG;Cerrado
3130200;Igaratinga;MG;Cerrado
3130309;Iguatama;MG;Cerrado
3130408;Ijaci;MG;Mata Atlântica
3130507;Ilicínea;MG;Cerrado
3130556;Imbé de Minas;MG;Mata Atlântica
3130606;Inconfidentes;MG;Mata Atlântica
3130655;Indaiabira;MG;Cerrado
3130705;Indianópolis;MG;Cerrado
3130804;Ingaí;MG;Mata Atlântica
3130903;Inhapim;MG;Mata Atlântica
3131000;Inhaúma;MG;Cerrado
3131109;Inimutaba;MG;Cerrado
3131158;Ipaba;MG;Mata Atlântica
3131208;Ipanema;MG;Mata Atlântica
3131307;Ipatinga;MG;Mata Atlântica
3131406;Ipiaçu;MG;Mata Atlântica
3131505;Ipuiúna;MG;Mata Atlântica
3131604;Iraí de Minas;MG;Cerrado
3131703;Itabira;MG;Mata Atlântica
3131802;Itabirinha;MG;Mata Atlântica
3131901;Itabirito;MG;Mata Atlântica
3132008;Itacambira;MG;Cerrado
3132107;Itacarambi;MG;Caatinga
3132206;Itaguara;MG;Mata Atlântica
3132305;Itaipé;MG;Mata Atlântica
3132404;Itajubá;MG;Mata Atlântica
3132503;Itamarandiba;MG;Cerrado
3132602;Itamarati de Minas;MG;Mata Atlântica
3132701;Itambacuri;MG;Mata Atlântica
3132800;Itambé do Mato Dentro;MG;Cerrado
3132909;Itamogi;MG;Mata Atlântica
3133006;Itamonte;MG;Mata Atlântica
3133105;Itanhandu;MG;Mata Atlântica
3133204;Itanhomi;MG;Mata Atlântica
3133303;Itaobim;MG;Mata Atlântica
3133402;Itapagipe;MG;Cerrado
3133501;Itapecerica;MG;Mata Atlântica
3133600;Itapeva;MG;Mata Atlântica
3133709;Itatiaiuçu;MG;Mata Atlântica
3133758;Itaú de Minas;MG;Cerrado
3133808;Itaúna;MG;Mata Atlântica
3133907;Itaverava;MG;Mata Atlântica
3134004;Itinga;MG;Mata Atlântica
3134103;Itueta;MG;Mata Atlântica
3134202;Ituiutaba;MG;Cerrado
3134301;Itumirim;MG;Mata Atlântica
3134400;Iturama;MG;Cerrado
3134509;Itutinga;MG;Mata Atlântica
3134608;Jaboticatubas;MG;Cerrado
3134707;Jacinto;MG;Mata Atlântica
3134806;Jacuí;MG;Mata Atlântica
3134905;Jacutinga;MG;Mata Atlântica
3135001;Jaguaraçu;MG;Mata Atlântica
3135050;Jaíba;MG;Caatinga
3135076;Jampruca;MG;Mata Atlântica
3135100;Janaúba;MG;Caatinga
3135209;Januária;MG;Cerrado
3135308;Japaraíba;MG;Cerrado
3135357;Japonvar;MG;Cerrado
3135407;Jeceaba;MG;Mata Atlântica
3135456;Jenipapo de Minas;MG;Mata Atlântica
3135506;Jequeri;MG;Mata Atlântica
3135605;Jequitaí;MG;Cerrado
3135704;Jequitibá;MG;Cerrado
3135803;Jequitinhonha;MG;Mata Atlântica
3135902;Jesuânia;MG;Mata Atlântica
3136009;Joaíma;MG;Mata Atlântica
3136108;Joanésia;MG;Mata Atlântica
3136207;João Monlevade;MG;Mata Atlântica
3136306;João Pinheiro;MG;Cerrado
3136405;Joaquim Felício;MG;Cerrado
3136504;Jordânia;MG;Mata Atlântica
3136520;José Gonçalves de Minas;MG;Cerrado
3136553;José Raydan;MG;Mata Atlântica
3136579;Josenópolis;MG;Cerrado
3136603;Nova União;MG;Cerrado
3136652;Juatuba;MG;Cerrado
3136702;Juiz de Fora;MG;Mata Atlântica
3136801;Juramento;MG;Cerrado
3136900;Juruaia;MG;Mata Atlântica
3136959;Juvenília;MG;Caatinga
3137007;Ladainha;MG;Mata Atlântica
3137106;Lagamar;MG;Cerrado
3137205;Lagoa da Prata;MG;Cerrado
3137304;Lagoa dos Patos;MG;Cerrado
3137403;Lagoa Dourada;MG;Mata Atlântica
3137502;Lagoa Formosa;MG;Cerrado
3137536;Lagoa Grande;MG;Cerrado
3137601;Lagoa Santa;MG;Cerrado
3137700;Lajinha;MG;Mata Atlântica
3137809;Lambari;MG;Mata Atlântica
3137908;Lamim;MG;Mata Atlântica
3138005;Laranjal;MG;Mata Atlântica
3138104;Lassance;MG;Cerrado
3138203;Lavras;MG;Mata Atlântica
3138302;Leandro Ferreira;MG;Cerrado
3138351;Leme do Prado;MG;Cerrado
3138401;Leopoldina;MG;Mata Atlântica
3138500;Liberdade;MG;Mata Atlântica
3138609;Lima Duarte;MG;Mata Atlântica
3138625;Limeira do Oeste;MG;Cerrado
3138658;Lontra;MG;Cerrado
3138674;Luisburgo;MG;Mata Atlântica
3138682;Luislândia;MG;Cerrado
3138708;Luminárias;MG;Mata Atlântica
3138807;Luz;MG;Cerrado
3138906;Machacalis;MG;Mata Atlântica
3139003;Machado;MG;Mata Atlântica
3139102;Madre de Deus de Minas;MG;Mata Atlântica
3139201;Malacacheta;MG;Mata Atlântica
3139250;Mamonas;MG;Caatinga
3139300;Manga;MG;Caatinga
3139409;Manhuaçu;MG;Mata Atlântica
3139508;Manhumirim;MG;Mata Atlântica
3139607;Mantena;MG;Mata Atlântica
3139706;Maravilhas;MG;Mata Atlântica
3139805;Mar de Espanha;MG;Mata Atlântica
3139904;Maria da Fé;MG;Mata Atlântica
3140001;Mariana;MG;Mata Atlântica
3140100;Marilac;MG;Mata Atlântica
3140159;Mário Campos;MG;Mata Atlântica
3140209;Maripá de Minas;MG;Mata Atlântica
3140308;Marliéria;MG;Mata Atlântica
3140407;Marmelópolis;MG;Mata Atlântica
3140506;Martinho Campos;MG;Cerrado
3140530;Martins Soares;MG;Mata Atlântica
3140555;Mata Verde;MG;Mata Atlântica
3140605;Materlândia;MG;Mata Atlântica
3140704;Mateus Leme;MG;Cerrado
3140803;Matias Barbosa;MG;Mata Atlântica
3140852;Matias Cardoso;MG;Caatinga
3140902;Matipó;MG;Mata Atlântica
3141009;Mato Verde;MG;Caatinga
3141108;Matozinhos;MG;Cerrado
3141207;Matutina;MG;Cerrado
3141306;Medeiros;MG;Cerrado
3141405;Medina;MG;Mata Atlântica
3141504;Mendes Pimentel;MG;Mata Atlântica
3141603;Mercês;MG;Mata Atlântica
3141702;Mesquita;MG;Mata Atlântica
3141801;Minas Novas;MG;Cerrado
3141900;Minduri;MG;Mata Atlântica
3142007;Mirabela;MG;Cerrado
3142106;Miradouro;MG;Mata Atlântica
3142205;Miraí;MG;Mata Atlântica
3142254;Miravânia;MG;Cerrado
3142304;Moeda;MG;Mata Atlântica
3142403;Moema;MG;Cerrado
3142502;Monjolos;MG;Cerrado
3142601;Monsenhor Paulo;MG;Mata Atlântica
3142700;Montalvânia;MG;Cerrado
3142809;Monte Alegre de Minas;MG;Cerrado
3142908;Monte Azul;MG;Caatinga
3143005;Monte Belo;MG;Mata Atlântica
3143104;Monte Carmelo;MG;Cerrado
3143153;Monte Formoso;MG;Mata Atlântica
3143203;Monte Santo de Minas;MG;Mata Atlântica
3143302;Montes Claros;MG;Cerrado
3143401;Monte Sião;MG;Mata Atlântica
3143450;Montezuma;MG;Cerrado
3143500;Morada Nova de Minas;MG;Cerrado
3143609;Morro da Garça;MG;Cerrado
3143708;Morro do Pilar;MG;Mata Atlântica
3143807;Munhoz;MG;Mata Atlântica
3143906;Muriaé;MG;Mata Atlântica
3144003;Mutum;MG;Mata Atlântica
3144102;Muzambinho;MG;Mata Atlântica
3144201;Nacip Raydan;MG;Mata Atlântica
3144300;Nanuque;MG;Mata Atlântica
3144359;Naque;MG;Mata Atlântica
3144375;Natalândia;MG;Cerrado
3144409;Natércia;MG;Mata Atlântica
3144508;Nazareno;MG;Mata Atlântica
3144607;Nepomuceno;MG;Mata Atlântica
